Income,LoanAmount,Age,CreditScore,EmploymentYears,Loan_Status
33632,149462,44,652,4.0,0
126213,238815,30,850,6.0,0
85735,109310,41,695,0.0,0
30504,116437,46,717,10.0,0
106607,185476,44,684,3.0,0
112830,186333,34,675,0.0,0
38506,111164,46,675,10.0,0
105743,86080,21,737,4.0,0
116994,89533,46,712,5.0,0
62291,208281,46,748,8.0,0
69599,179499,43,820,0.0,0
39047,153872,21,645,12.0,1
67132,254106,36,683,17.0,0
78889,225699,51,699,3.0,0
68701,106510,21,764,11.0,0
42833,273657,26,771,10.0,0
68171,213760,59,668,5.0,0
36142,168971,32,688,10.0,0
38189,69643,36,807,14.0,0
32192,119412,43,708,16.0,0
91280,385269,37,788,6.0,0
61858,255464,31,663,4.0,0
95624,154202,32,696,10.0,0
15000,252732,35,755,16.0,0
87697,41044,51,759,10.0,0
92968,360358,31,686,4.0,0
80591,305526,30,802,6.0,0
53917,107866,35,647,5.0,0
26273,70098,40,632,7.0,0
103713,165028,27,746,1.0,0
45229,287317,49,684,4.0,0
57962,247234,23,720,3.0,0
51583,258486,47,722,9.0,0
95784,240268,46,651,5.0,0
103702,253071,54,709,2.0,0
58375,302768,65,786,0.0,0
31816,147567,56,710,3.0,0
105252,190051,40,699,12.0,0
79635,238428,50,621,11.0,1
61190,177601,21,751,6.0,0
80755,153748,53,794,0.0,1
79050,300665,50,774,10.0,1
91183,172319,35,719,11.0,0
107281,247333,24,700,4.0,0
88515,329964,39,730,12.0,0
70174,115854,49,749,5.0,0
110374,157442,47,753,14.0,0
92865,89085,33,749,11.0,0
111630,48253,43,739,14.0,0
25310,86461,41,734,4.0,0
137414,278112,46,755,14.0,0
102609,88834,40,727,13.0,0
76642,143967,50,707,6.0,0
37340,263828,26,731,8.0,0
20908,92563,47,631,4.0,0
108207,207759,46,770,0.0,0
58974,209146,32,755,7.0,0
83199,183472,52,661,7.0,0
35523,314557,47,835,4.0,0
50985,181716,57,755,7.0,0
71834,59973,38,799,9.0,0
128812,156513,45,770,10.0,0
76616,264256,31,729,8.0,0
112703,105839,30,662,11.0,0
36348,278794,35,731,7.0,0
88879,204497,39,777,5.0,0
63336,334370,34,704,20.0,0
90202,210171,34,799,10.0,0
67436,368987,29,765,6.0,0
30538,90491,49,744,13.0,0
105800,111124,32,766,10.0,0
94868,93796,21,693,14.0,0
31996,322075,37,714,8.0,0
91485,114890,46,715,2.0,0
64983,118570,31,674,12.0,0
54847,168288,21,761,17.0,0
57890,20000,45,704,9.0,0
84974,217082,25,698,15.0,0
121998,161470,21,759,1.0,0
90443,221617,54,725,6.0,0
37914,205078,32,666,8.0,0
66602,163157,30,757,11.0,0
83551,107281,28,778,3.0,0
72844,192525,52,718,12.0,0
88160,120133,39,630,13.0,0
75168,20000,28,692,11.0,0
79448,157582,30,713,11.0,0
105738,335173,32,623,1.0,0
83104,285209,41,624,3.0,1
100964,67298,38,791,3.0,0
41194,153670,48,748,7.0,0
60373,171052,41,733,6.0,1
105293,166591,46,772,11.0,0
76166,163471,51,669,5.0,0
74550,318325,22,740,7.0,1
100823,215082,43,661,12.0,0
74349,218946,21,754,13.0,0
60569,101189,35,754,19.0,0
130994,188066,38,651,5.0,0
73885,270806,32,679,10.0,0
71553,203622,48,683,21.0,0
60276,45449,34,656,10.0,0
48201,76311,33,773,12.0,0
84961,153459,26,789,3.0,0
38480,131060,42,718,1.0,0
113189,151731,42,629,8.0,0
84571,20000,40,705,8.0,0
41770,212163,50,720,5.0,0
75012,141548,42,646,0.0,0
31872,61221,56,733,8.0,0
56131,184358,21,746,4.0,0
40794,198833,50,644,1.0,0
24430,187803,27,721,12.0,0
132034,247241,56,786,10.0,0
72394,156360,30,734,9.0,0
90357,191284,39,730,9.0,0
61025,131716,30,693,8.0,0
53340,250674,21,747,1.0,0
89894,257538,32,727,7.0,0
75053,204904,54,745,2.0,0
15000,147239,41,751,7.0,0
93398,254980,37,748,7.0,0
107791,200157,34,730,2.0,0
70290,130696,45,700,10.0,0
65132,184565,30,713,0.0,0
76458,295854,41,805,11.0,0
63836,168561,34,710,2.0,0
61136,138785,42,742,5.0,0
95241,70762,32,694,10.0,0
33635,229814,32,681,9.0,0
89018,134753,39,665,9.0,0
65043,338148,27,772,0.0,1
66587,161624,34,660,0.0,0
93320,124220,47,762,0.0,0
71014,286541,21,668,7.0,0
63572,309945,25,707,20.0,0
125454,20000,21,718,7.0,0
50777,233207,45,662,14.0,0
69132,154830,40,704,6.0,0
75263,137626,38,726,4.0,0
136665,185417,21,716,3.0,0
51326,174092,41,745,4.0,0
54041,215273,28,786,12.0,0
44143,219681,33,631,8.0,0
43920,237476,40,673,1.0,0
78634,327839,39,833,15.0,0
100362,118675,21,683,15.0,1
116351,175821,37,797,8.0,0
53501,81359,30,730,8.0,0
68349,79165,49,810,7.0,0
55272,169153,21,709,12.0,0
100899,92709,40,673,10.0,0
60255,241658,53,718,11.0,0
47267,101830,29,684,8.0,0
81248,127193,50,732,8.0,0
79127,123648,43,768,13.0,0
66524,235837,21,691,7.0,0
68168,171390,31,668,12.0,0
15000,288742,30,681,10.0,0
59889,175232,33,671,7.0,0
73510,341505,47,713,8.0,0
70905,137027,36,785,6.0,0
117456,207150,23,673,7.0,0
109857,236887,53,687,4.0,0
83727,134408,32,741,3.0,0
48895,182568,38,696,2.0,0
83070,186333,40,636,3.0,0
98876,217650,31,777,10.0,0
88339,228535,42,699,7.0,0
68778,110734,38,664,5.0,0
61910,70633,38,809,11.0,0
105626,212176,41,763,13.0,0
105140,177015,44,720,12.0,0
72312,198946,31,721,13.0,0
61321,143215,21,705,11.0,0
28282,173776,53,665,9.0,0
89755,126969,40,687,15.0,0
62066,116424,21,659,4.0,0
58518,196189,52,767,20.0,0
89175,82176,54,746,10.0,0
73339,324123,31,741,1.0,0
41086,195545,27,748,3.0,0
59616,154068,48,792,7.0,0
125610,185211,21,661,6.0,0
50277,135223,26,737,8.0,0
68929,223675,42,751,14.0,0
62337,20000,39,628,6.0,1
100337,117685,35,780,0.0,1
49539,299495,38,754,4.0,0
77164,67044,21,798,5.0,0
78473,185899,30,643,12.0,0
84656,311293,34,677,8.0,0
47206,169861,28,680,12.0,0
87318,229802,33,730,0.0,0
80341,286723,53,640,8.0,1
41440,196564,45,660,13.0,0
49242,150367,36,795,0.0,0
95540,215396,21,680,8.0,0
80837,163410,30,799,4.0,0
93113,204715,45,766,5.0,0
54213,158152,34,630,8.0,1
89100,231489,32,727,9.0,0
97200,217992,28,704,9.0,0
86618,39710,48,777,7.0,0
80867,102854,39,772,4.0,0
59448,198350,22,687,7.0,0
111524,187601,21,688,15.0,0
71296,155995,34,757,7.0,0
58116,183164,50,694,7.0,0
52636,245546,46,713,13.0,0
71532,147881,36,819,2.0,0
79292,90379,25,730,3.0,0
65539,133810,45,754,16.0,0
49773,126497,62,690,6.0,0
62955,125351,49,688,7.0,0
83170,251094,32,766,0.0,0
90829,109298,57,756,3.0,0
102185,273534,42,654,8.0,0
84886,53791,39,687,15.0,0
92747,251413,21,738,11.0,0
63551,53249,37,824,4.0,0
89163,130301,32,659,10.0,0
84721,131899,21,658,6.0,0
77694,30980,42,741,0.0,0
77745,152408,30,653,4.0,0
73469,170610,46,688,3.0,0
29858,147811,38,669,9.0,0
120800,104716,42,770,11.0,0
62423,136863,51,688,11.0,0
40807,261797,43,690,4.0,0
60239,188163,40,734,2.0,0
103035,116720,51,800,9.0,0
65258,95198,52,677,14.0,0
79883,90019,28,723,14.0,0
47353,271841,31,693,12.0,0
60616,189513,37,696,11.0,1
120421,39871,43,788,13.0,0
25982,73875,46,668,7.0,0
157668,59966,45,703,10.0,0
48761,165768,53,624,8.0,0
34845,270260,28,729,2.0,0
49606,126821,52,737,8.0,0
54379,292441,34,759,11.0,0
89321,196451,33,850,9.0,0
49821,217818,44,774,9.0,0
58210,198954,45,695,0.0,0
75052,20000,51,700,9.0,0
61669,173893,47,750,4.0,0
22813,148099,52,777,11.0,0
70495,20000,31,633,5.0,0
68735,168167,21,717,6.0,0
58468,191843,21,803,15.0,0
72289,193883,50,712,13.0,0
108399,229993,23,641,12.0,0
55011,242038,36,668,8.0,0
100366,183340,62,681,2.0,0
24760,20000,43,706,18.0,0
37025,196462,38,694,6.0,0
71468,221508,40,718,4.0,0
40637,238083,35,732,5.0,0
89630,54132,46,751,15.0,0
87052,222656,49,720,11.0,0
67578,228287,38,700,10.0,0
99239,200536,58,681,0.0,0
64202,27901,37,721,13.0,0
82705,147212,38,660,7.0,0
22401,71241,32,803,4.0,0
73884,219808,38,757,5.0,0
74148,213046,28,799,5.0,0
76153,175343,30,704,6.0,0
102090,203581,65,745,1.0,0
71770,92793,54,659,9.0,0
83873,246168,24,670,5.0,0
17122,63932,41,756,5.0,0
74385,99364,53,648,8.0,1
43972,167937,42,656,14.0,0
91816,163960,34,760,13.0,0
130451,199986,51,738,7.0,0
41571,39231,22,712,3.0,0
100025,227892,36,725,4.0,0
58104,163129,37,722,6.0,0
66606,207275,29,747,9.0,0
93413,25134,34,733,0.0,0
103346,137420,35,694,5.0,0
45867,124528,31,736,4.0,0
60797,246959,51,718,5.0,0
48560,344725,65,737,3.0,1
40234,141040,40,701,12.0,0
51176,132791,24,753,7.0,0
28728,60012,54,790,12.0,0
70721,243195,21,735,11.0,0
55612,47831,26,842,10.0,0
56766,75723,48,799,4.0,0
58291,195014,43,751,10.0,0
62939,171545,52,810,3.0,1
71730,178777,21,731,10.0,0
39681,143288,29,833,0.0,0
49705,280001,46,677,10.0,0
75745,181709,48,793,3.0,0
33804,121369,37,757,6.0,0
72969,132058,36,722,5.0,0
46692,355984,25,833,5.0,0
83929,50133,32,742,1.0,0
71669,147468,22,678,12.0,0
88438,383114,37,714,14.0,0
47740,120865,45,789,3.0,0
76700,264478,25,632,6.0,1
140557,100995,33,692,8.0,0
85562,110228,39,729,2.0,0
81382,89348,23,722,12.0,0
51275,167339,40,673,7.0,0
89635,156491,45,684,7.0,0
56122,192086,27,753,11.0,0
81293,140254,43,809,6.0,0
76321,448397,54,737,11.0,0
46575,180749,38,764,7.0,0
70225,183495,32,718,4.0,0
84573,290563,24,668,7.0,0
39188,308140,41,688,7.0,1
48655,115515,36,739,8.0,0
42279,206795,30,763,10.0,0
19611,127372,21,700,4.0,1
81430,242327,29,748,3.0,0
77943,259780,30,676,15.0,0
33313,161341,21,702,2.0,0
69823,116001,28,710,2.0,0
62625,331971,47,770,6.0,0
136879,114056,43,692,4.0,0
61104,155239,38,753,7.0,0
49146,324281,33,731,15.0,0
48100,210597,52,734,10.0,0
96072,170247,36,773,16.0,0
59997,210474,31,708,14.0,0
68218,292241,47,637,6.0,1
79405,213044,34,679,5.0,0
53199,235517,44,698,0.0,0
67271,27908,52,727,7.0,0
67469,172157,48,761,1.0,0
70590,299879,42,665,13.0,0
55995,128995,37,755,17.0,0
82873,174264,46,703,14.0,0
59634,20000,21,686,11.0,0
67165,154133,21,793,16.0,0
90998,185014,33,696,0.0,0
84630,165721,27,715,4.0,0
63375,253435,36,830,10.0,0
86113,65959,37,647,10.0,0
38108,74228,30,698,13.0,0
84356,30684,39,720,3.0,0
69823,130393,35,675,0.0,0
74583,105658,21,712,6.0,0
95793,113316,50,719,12.0,0
74572,329875,33,786,0.0,0
54673,72722,21,766,0.0,1
62731,213270,25,757,4.0,0
89217,242763,38,765,13.0,0
22216,220425,36,590,6.0,1
65371,20000,34,727,12.0,0
71315,131087,27,743,9.0,0
49313,206739,33,713,18.0,0
43174,180246,57,699,5.0,0
85755,260912,21,754,8.0,0
112318,76599,36,707,19.0,0
55380,349516,41,676,7.0,0
53945,133022,44,650,0.0,1
73067,236959,39,734,12.0,0
90404,221543,37,620,3.0,0
67096,148968,38,786,12.0,0
51889,146455,36,712,1.0,0
16662,151908,42,724,1.0,1
93646,210669,39,714,7.0,0
65835,177465,34,673,12.0,0
56828,230541,39,728,3.0,0
99119,100135,49,759,17.0,0
53535,20000,40,829,3.0,0
42805,234797,36,766,8.0,0
53328,223027,28,806,5.0,0
92908,56697,25,699,4.0,0
74183,229462,51,623,1.0,1
87089,177417,59,811,5.0,0
15000,174685,50,688,12.0,0
74725,159411,34,777,0.0,0
86427,165606,42,720,5.0,0
30656,238875,45,691,4.0,1
55964,230182,62,586,2.0,0
98009,275967,65,677,8.0,0
31293,335808,28,642,15.0,1
109179,135037,47,548,7.0,1
68894,215254,55,678,6.0,0
94923,210773,36,782,10.0,0
86833,20000,36,707,11.0,0
96848,91872,38,773,3.0,0
78991,290989,38,667,1.0,0
112031,183490,43,677,1.0,0
15000,144899,37,811,12.0,0
53205,151988,39,762,10.0,0
44883,157781,40,696,20.0,0
66528,116356,55,684,10.0,0
91932,234107,37,769,15.0,0
89364,368260,21,668,8.0,0
92379,137597,21,682,13.0,0
31653,326564,38,744,13.0,0
94002,88551,27,692,7.0,0
104142,149137,36,733,20.0,0
85796,251416,31,617,7.0,1
26245,260273,32,752,0.0,1
86146,314794,27,785,1.0,0
50808,146514,21,740,10.0,0
81844,170110,35,732,6.0,0
64829,78836,38,631,4.0,0
90350,231854,21,702,4.0,0
69268,191973,26,603,2.0,0
38121,197995,40,698,10.0,0
46735,150559,21,676,9.0,0
50622,134958,27,759,15.0,0
80667,374106,52,705,8.0,0
61677,291249,57,708,5.0,0
69847,88817,25,732,20.0,0
32579,162794,21,712,6.0,0
103010,262444,22,660,4.0,0
52842,227796,32,656,6.0,0
77322,266060,46,602,5.0,0
41629,120887,32,739,14.0,0
46226,60177,55,723,3.0,0
82917,98127,52,632,4.0,0
108693,92554,38,754,2.0,0
32044,37736,40,675,6.0,0
55580,130699,37,686,12.0,0
63662,45954,34,766,2.0,0
58677,110711,36,790,9.0,0
88402,157106,38,700,3.0,0
65347,147854,33,804,0.0,0
40316,35019,39,721,12.0,0
70807,177214,55,756,3.0,0
71389,21464,25,742,12.0,0
56668,144546,26,705,3.0,0
30765,266004,47,671,12.0,0
65956,205291,40,683,9.0,0
37645,37862,22,763,10.0,0
86508,200172,53,637,1.0,1
53316,271733,58,725,9.0,0
51759,146510,55,711,14.0,0
71652,123245,30,719,5.0,0
109200,90996,41,739,1.0,0
43078,250364,49,622,9.0,0
62390,152466,42,756,7.0,0
59072,226015,29,740,5.0,0
49883,321066,41,755,9.0,0
91105,169891,41,629,5.0,0
27951,162052,50,733,4.0,1
119012,136579,21,680,6.0,0
88047,116381,48,683,9.0,0
82901,260804,32,699,6.0,0
56106,71804,26,729,4.0,0
119705,194231,26,707,2.0,0
114964,64313,44,663,6.0,0
77620,64316,32,772,7.0,0
72979,185247,53,807,9.0,0
71359,163504,54,672,0.0,0
74557,20000,29,781,14.0,0
115907,258293,48,726,6.0,0
51454,216173,36,733,6.0,0
90563,370794,24,683,4.0,1
65711,205532,31,684,8.0,0
99877,157565,54,716,10.0,0
93448,179521,43,753,2.0,0
65719,178903,39,645,2.0,1
105712,92314,35,730,0.0,0
78615,37133,31,722,14.0,0
67111,133076,40,781,9.0,0
57230,214110,21,765,3.0,0
41131,271138,34,731,2.0,0
89805,244843,33,742,4.0,0
58233,206045,53,722,8.0,0
111837,259978,53,670,0.0,0
64318,118409,47,670,2.0,0
33789,174646,61,693,2.0,1
91382,133356,36,764,5.0,0
30752,233951,33,727,5.0,0
59940,232907,55,731,12.0,0
76460,166359,27,739,7.0,0
100137,52224,50,730,14.0,0
75330,42276,40,649,8.0,0
115199,252216,33,739,22.0,0
58146,22515,41,751,1.0,0
83502,164605,35,797,2.0,0
50397,180069,58,691,12.0,0
89757,137548,36,745,6.0,0
70332,229230,26,777,13.0,0
67002,91189,21,813,0.0,0
77979,146992,45,737,13.0,0
33082,130106,22,722,9.0,0
80809,316288,21,785,7.0,1
61504,51101,43,643,4.0,0
87345,181643,40,705,0.0,0
64923,199580,34,693,9.0,0
98461,180782,24,660,2.0,0
60120,20000,54,753,0.0,1
69898,223584,44,740,10.0,0
72737,149136,38,788,14.0,0
96030,403962,40,717,5.0,0
120559,118590,60,633,7.0,0
33354,151359,45,734,13.0,0
53348,214090,22,756,1.0,1
74590,256026,38,703,4.0,0
51310,141137,56,703,3.0,0
80118,312984,21,773,4.0,0
90824,191346,48,742,1.0,0
101456,237247,29,722,4.0,0
63269,153185,32,765,0.0,0
56809,285719,39,687,7.0,0
25663,234572,32,675,3.0,0
113577,229461,35,613,13.0,0
58942,82701,23,794,8.0,0
84872,164676,44,797,8.0,0
68821,216705,27,835,0.0,0
77104,258811,54,714,0.0,0
27013,260501,32,764,8.0,0
64936,74943,38,741,18.0,0
120518,193959,54,702,10.0,0
83105,242640,21,715,6.0,0
29235,84327,23,589,4.0,1
56688,261353,50,683,3.0,0
67276,105266,39,767,20.0,0
29844,138966,29,642,15.0,1
91743,98242,27,743,10.0,0
48372,150039,47,738,8.0,0
71007,153241,51,756,3.0,0
82961,83726,22,699,12.0,1
74149,162871,50,632,2.0,0
97138,157219,48,746,12.0,0
31512,233635,42,715,10.0,0
51147,20000,47,708,0.0,0
80202,242568,49,765,14.0,0
54334,142896,27,657,0.0,1
15000,123104,27,721,10.0,0
106552,85543,36,679,0.0,0
58103,74197,25,768,10.0,0
42743,192858,33,733,8.0,0
55085,106874,41,701,9.0,0
79856,156866,26,681,5.0,0
85428,185399,56,755,10.0,0
49413,245809,26,714,5.0,0
53728,103229,28,786,10.0,0
60953,170969,24,809,9.0,0
45277,280470,49,671,3.0,0
55793,304574,34,727,6.0,0
85042,182144,25,725,16.0,0
102024,189237,40,718,6.0,0
70323,117624,35,658,3.0,0
78281,217243,35,704,6.0,0
93426,77174,43,715,4.0,0
50859,51406,51,743,9.0,0
47586,317829,49,735,8.0,0
76802,209585,42,701,11.0,0
15000,204774,42,704,8.0,0
45601,175508,27,656,13.0,0
55887,147061,44,759,13.0,0
66631,180841,51,763,10.0,0
53020,268646,43,669,6.0,0
87137,105484,39,704,4.0,0
83446,211198,61,766,9.0,0
58966,97568,45,640,8.0,0
82991,252042,28,796,0.0,1
15000,188702,62,749,7.0,1
83485,303629,45,738,0.0,0
38210,236392,47,690,3.0,0
73697,116788,47,646,3.0,0
95722,33819,51,707,2.0,0
88961,206358,33,816,10.0,0
109225,92253,21,681,8.0,1
68992,30979,39,614,6.0,0
27469,126192,28,697,3.0,0
59677,89823,43,732,16.0,0
66699,218064,23,626,10.0,0
73205,222027,38,729,5.0,0
88849,341742,36,678,11.0,0
57693,163774,34,667,7.0,0
84788,210683,21,654,0.0,0
64910,324411,21,700,3.0,0
53669,179837,40,749,6.0,0
114808,80316,44,745,9.0,0
57698,90182,63,715,4.0,0
34868,188928,41,735,4.0,0
129968,218080,39,683,16.0,0
91107,225878,37,704,1.0,0
77994,350311,31,752,19.0,0
75254,123003,28,742,9.0,0
65663,162150,30,753,11.0,0
67336,83057,42,791,3.0,0
76303,177370,23,740,9.0,0
112992,156599,45,578,11.0,0
73684,197814,42,803,15.0,0
83901,121592,56,718,3.0,0
63355,234113,33,761,4.0,0
91327,155479,25,742,11.0,0
69909,154003,21,771,8.0,0
71043,159763,61,771,13.0,0
39206,206658,43,700,7.0,0
56552,20000,43,679,5.0,0
55604,188546,23,728,0.0,0
84412,318481,27,705,7.0,1
97855,208211,57,659,5.0,0
80088,110899,55,710,4.0,0
82772,63589,23,671,9.0,0
108210,259614,28,689,12.0,0
73715,188566,30,710,5.0,0
15000,20000,26,754,8.0,0
36901,294901,27,702,7.0,0
48591,241348,34,644,8.0,0
62963,156471,58,733,14.0,0
72677,250604,21,768,4.0,1
88543,172482,36,801,5.0,0
60101,68561,30,683,7.0,0
74149,78755,44,743,0.0,0
69131,127017,21,653,0.0,1
57047,193557,25,787,1.0,0
78995,229750,21,714,8.0,0
72294,213278,40,726,6.0,0
78076,207393,45,692,1.0,0
96224,214740,37,630,9.0,0
53641,205909,30,712,17.0,0
88680,145626,24,755,8.0,0
95527,20000,35,834,12.0,0
72095,196995,27,699,5.0,0
85091,181873,29,708,6.0,0
15000,198989,38,770,9.0,0
129282,234689,44,771,14.0,1
60596,231967,37,718,13.0,0
81127,20000,21,704,2.0,0
95633,263456,34,643,5.0,1
88665,250296,33,651,8.0,0
95803,125998,55,737,8.0,0
56841,132095,21,671,0.0,0
130564,185361,28,665,0.0,0
101102,149932,30,702,3.0,0
91272,224905,21,769,1.0,0
104072,157573,26,681,9.0,0
62420,202808,44,726,6.0,0
80352,141518,33,716,7.0,0
37492,61965,24,777,12.0,0
70256,175071,46,694,2.0,0
86481,257871,36,725,3.0,0
48741,197686,57,732,9.0,0
34020,144398,49,717,13.0,0
74382,115202,54,690,7.0,0
35057,206105,52,731,8.0,0
119012,197742,36,753,4.0,0
81569,80353,21,696,4.0,0
98158,103027,34,815,0.0,0
33316,255242,33,792,0.0,1
110350,114346,33,693,10.0,0
27607,172336,45,725,7.0,1
39443,343921,21,742,3.0,0
69880,147488,34,652,3.0,0
84501,166128,51,753,9.0,0
66855,201080,31,704,0.0,0
32762,150265,36,751,19.0,0
56757,118441,33,814,13.0,0
36587,20000,36,701,6.0,0
53631,99255,38,735,0.0,0
50694,160702,54,698,8.0,0
83564,188914,42,677,1.0,0
46616,172922,40,741,13.0,0
104943,193989,48,787,3.0,0
91892,167801,47,696,9.0,0
87814,137700,36,710,16.0,0
101838,198844,23,741,8.0,0
56785,104209,46,767,6.0,0
105843,444644,29,675,4.0,0
67398,151145,53,673,0.0,0
83646,141767,22,729,0.0,0
69033,113475,21,797,9.0,0
53154,314276,38,667,1.0,1
79348,179814,64,757,15.0,0
65822,310567,40,683,8.0,0
67114,192808,51,665,10.0,0
64437,129231,40,667,1.0,0
53389,354177,35,745,8.0,0
78241,259958,24,601,18.0,0
76742,174800,45,699,11.0,0
89614,224979,39,648,9.0,1
15000,207859,30,649,5.0,0
117161,182118,21,739,0.0,0
83265,225216,54,716,8.0,0
72033,243514,43,842,8.0,0
71916,32923,30,746,16.0,0
77224,202673,46,652,5.0,0
83023,190371,41,703,10.0,0
55940,228422,47,789,8.0,0
57867,203952,35,807,5.0,0
51686,171689,55,707,3.0,0
43930,198536,36,695,14.0,0
22393,87843,23,756,11.0,0
105744,291392,32,635,5.0,0
48109,269419,42,654,11.0,1
30487,212906,27,631,13.0,0
47913,189935,31,758,8.0,0
49373,126463,34,719,0.0,0
94426,189188,36,783,10.0,0
15000,208157,51,784,8.0,0
49836,167751,33,843,14.0,0
35028,141368,40,736,7.0,0
25638,168591,55,690,4.0,1
58913,235881,32,850,5.0,0
51310,275667,29,718,0.0,1
95785,360916,21,691,9.0,0
45510,150237,21,791,2.0,0
50871,136035,45,717,4.0,0
62380,263129,29,674,22.0,0
60765,279591,21,722,14.0,0
43967,270872,27,740,10.0,0
90555,69730,24,790,4.0,0
109280,260159,26,687,3.0,0
88534,107179,21,760,17.0,0
53458,247739,49,664,3.0,0
71837,197755,36,629,16.0,0
96994,169656,29,681,1.0,0
95191,224863,21,709,8.0,0
15000,312961,45,706,11.0,0
71122,327566,52,700,7.0,0
62910,144875,26,764,9.0,0
54062,193116,49,777,15.0,0
49383,304882,55,631,8.0,1
72223,250160,45,701,0.0,0
138608,243452,56,686,19.0,0
38111,301369,41,785,10.0,0
115296,139367,43,690,3.0,0
85527,167520,21,757,14.0,1
112761,303916,54,777,0.0,1
63885,164215,33,655,8.0,0
122102,185023,21,716,7.0,0
69690,150916,53,754,7.0,0
55799,282139,45,706,13.0,0
49531,128662,21,732,8.0,0
51698,128441,62,735,11.0,0
93891,192421,33,719,2.0,0
67066,133138,21,693,6.0,0
61842,291974,35,779,8.0,0
87553,263596,44,809,13.0,0
81076,281986,40,661,11.0,0
49796,241073,41,770,9.0,0
87381,33268,33,652,14.0,0
121992,179577,55,737,1.0,1
79723,185757,21,769,9.0,0
22131,198523,28,751,8.0,0
97396,305398,26,706,3.0,0
77453,162719,32,691,9.0,0
66521,229072,27,835,4.0,0
58623,155934,26,755,1.0,0
68485,147100,34,715,14.0,0
68566,206612,33,745,5.0,0
70869,288258,42,767,10.0,0
93099,188685,46,699,6.0,0
18228,208104,32,648,17.0,1
54572,208270,52,704,0.0,0
93101,67789,24,701,8.0,0
76398,20000,53,732,5.0,0
47413,240240,25,693,7.0,0
128917,299982,37,684,7.0,0
69735,244437,29,692,10.0,0
53992,83786,43,700,15.0,0
21811,354012,48,717,13.0,0
102526,176785,35,796,5.0,0
56821,196512,39,708,9.0,0
15000,102419,41,720,13.0,0
60222,164754,49,670,8.0,0
77935,153364,39,633,10.0,1
69434,166975,45,848,4.0,0
102948,184519,43,763,14.0,0
85335,230812,21,715,14.0,0
86695,322972,49,736,10.0,0
94353,205395,27,693,5.0,1
85983,121244,47,687,12.0,0
79621,273039,35,758,14.0,0
62018,92582,37,772,12.0,0
113787,102429,60,638,4.0,0
